"Step","3i_350M_asura_ - Bench/LAMBADA_ppl","3i_350M_asura_ - Bench/LAMBADA_ppl__MIN","3i_350M_asura_ - Bench/LAMBADA_ppl__MAX","350M_baseline_QK_3eps - Bench/LAMBADA_ppl","350M_baseline_QK_3eps - Bench/LAMBADA_ppl__MIN","350M_baseline_QK_3eps - Bench/LAMBADA_ppl__MAX"
"955500","","","","16.59525876378031","16.59525876378031","16.59525876378031"
"957000","","","","16.851312704742888","16.851312704742888","16.851312704742888"
"958500","","","","17.50760366601674","17.50760366601674","17.50760366601674"
"960000","","","","16.84313979964192","16.84313979964192","16.84313979964192"
"961500","","","","17.556453383176233","17.556453383176233","17.556453383176233"
"963000","","","","17.69052645957824","17.69052645957824","17.69052645957824"
"964500","","","","17.678891241812895","17.678891241812895","17.678891241812895"
"966000","","","","17.017323318662534","17.017323318662534","17.017323318662534"
"967500","","","","17.245415773926208","17.245415773926208","17.245415773926208"
"969000","","","","17.977307157985006","17.977307157985006","17.977307157985006"
"970500","","","","17.28111393895923","17.28111393895923","17.28111393895923"
"972000","","","","18.07455707631441","18.07455707631441","18.07455707631441"
"973500","","","","17.596848844946315","17.596848844946315","17.596848844946315"
"975000","","","","15.690198309124016","15.690198309124016","15.690198309124016"
"976500","","","","18.39411506886782","18.39411506886782","18.39411506886782"
"978000","","","","17.218799180541176","17.218799180541176","17.218799180541176"
"979500","","","","16.28693725261016","16.28693725261016","16.28693725261016"
"981000","","","","16.588863312968037","16.588863312968037","16.588863312968037"
"982500","","","","17.17638644889153","17.17638644889153","17.17638644889153"
"984000","","","","17.860946028285557","17.860946028285557","17.860946028285557"
"985500","","","","17.268023392716078","17.268023392716078","17.268023392716078"
"987000","","","","17.07833746973047","17.07833746973047","17.07833746973047"
"988500","","","","17.372087218410673","17.372087218410673","17.372087218410673"
"990000","","","","17.35892241352738","17.35892241352738","17.35892241352738"
"991500","","","","17.614133980690127","17.614133980690127","17.614133980690127"
"993000","","","","17.23503479082163","17.23503479082163","17.23503479082163"
"994500","","","","18.07031000879663","18.07031000879663","18.07031000879663"
"996000","","","","17.9287064244307","17.9287064244307","17.9287064244307"
"997500","","","","17.038948751017575","17.038948751017575","17.038948751017575"
"999000","","","","16.785746386356838","16.785746386356838","16.785746386356838"
"1000500","","","","17.235313344650336","17.235313344650336","17.235313344650336"
"1002000","","","","18.316209818403443","18.316209818403443","18.316209818403443"
"1003500","","","","22.993422119541805","22.993422119541805","22.993422119541805"
"1005000","","","","17.571090144501284","17.571090144501284","17.571090144501284"
"1006500","","","","18.612146459589543","18.612146459589543","18.612146459589543"
"1008000","","","","18.362887836797672","18.362887836797672","18.362887836797672"
"1009500","","","","29.206792887578317","29.206792887578317","29.206792887578317"
"1011000","","","","28.2824170730953","28.2824170730953","28.2824170730953"
"1012500","","","","22.87543984660823","22.87543984660823","22.87543984660823"
"1014000","","","","22.716713827985984","22.716713827985984","22.716713827985984"
"1015500","","","","17.04423996286103","17.04423996286103","17.04423996286103"
"1017000","","","","30.738920780824767","30.738920780824767","30.738920780824767"
"1018500","","","","26.49174003796439","26.49174003796439","26.49174003796439"
"1020000","","","","33.05036963433905","33.05036963433905","33.05036963433905"
"1021500","","","","18.584178647066356","18.584178647066356","18.584178647066356"
"1023000","","","","18.36054952561718","18.36054952561718","18.36054952561718"
"1024500","","","","17.71478829083141","17.71478829083141","17.71478829083141"
"1026000","","","","25.81903134781687","25.81903134781687","25.81903134781687"
"1027500","","","","36.740232486288285","36.740232486288285","36.740232486288285"
"1029000","","","","37.3756832904055","37.3756832904055","37.3756832904055"
"1030500","","","","33.14565222681621","33.14565222681621","33.14565222681621"
"1032000","","","","21.262620427018977","21.262620427018977","21.262620427018977"
"1033500","","","","18.355045888401783","18.355045888401783","18.355045888401783"
"1035000","","","","20.172521596164678","20.172521596164678","20.172521596164678"
"1036500","","","","17.99424560383731","17.99424560383731","17.99424560383731"
"1038000","","","","16.89146245770453","16.89146245770453","16.89146245770453"
"1039500","","","","17.861017111084145","17.861017111084145","17.861017111084145"
"1042500","","","","28.659226927385852","28.659226927385852","28.659226927385852"
"1044000","","","","21.041472956024684","21.041472956024684","21.041472956024684"
"1045500","","","","21.677888001725197","21.677888001725197","21.677888001725197"
"1047000","","","","28.539539346612035","28.539539346612035","28.539539346612035"
"1048500","","","","42.24436756038823","42.24436756038823","42.24436756038823"
"1050000","","","","41.14295583813998","41.14295583813998","41.14295583813998"
"1051500","","","","32.18393899389244","32.18393899389244","32.18393899389244"
"1053000","","","","17.5849067780706","17.5849067780706","17.5849067780706"
"1054500","","","","25.06020394090724","25.06020394090724","25.06020394090724"
"1056000","","","","17.621295273857648","17.621295273857648","17.621295273857648"
"1057500","","","","17.21224406200632","17.21224406200632","17.21224406200632"
"1059000","","","","17.278696337496132","17.278696337496132","17.278696337496132"
"1060500","","","","17.659087632005384","17.659087632005384","17.659087632005384"
"1062000","","","","18.839118979890657","18.839118979890657","18.839118979890657"
"1063500","","","","17.033585339001174","17.033585339001174","17.033585339001174"
"1065000","","","","17.37357722809447","17.37357722809447","17.37357722809447"
"1066500","","","","17.355877401806772","17.355877401806772","17.355877401806772"
"1068000","","","","17.36506782553776","17.36506782553776","17.36506782553776"
"1069500","","","","16.986744768626586","16.986744768626586","16.986744768626586"
"1071000","","","","18.608031384268116","18.608031384268116","18.608031384268116"
"1072500","","","","17.027897986182328","17.027897986182328","17.027897986182328"
"1074000","","","","17.103955635813474","17.103955635813474","17.103955635813474"
"1075500","","","","16.419599990576266","16.419599990576266","16.419599990576266"
"1077000","","","","17.078175945241398","17.078175945241398","17.078175945241398"
"1078500","","","","17.048630855795032","17.048630855795032","17.048630855795032"
"1080000","","","","16.614797512825312","16.614797512825312","16.614797512825312"
"1081500","","","","17.64574828509391","17.64574828509391","17.64574828509391"
"1083000","","","","17.775506588761623","17.775506588761623","17.775506588761623"
"1084500","","","","17.31027672705225","17.31027672705225","17.31027672705225"
"1086000","","","","17.267792579215616","17.267792579215616","17.267792579215616"
"1087500","","","","16.692057219301056","16.692057219301056","16.692057219301056"
"1089000","","","","17.78149261217418","17.78149261217418","17.78149261217418"
"1090500","","","","17.27560350023287","17.27560350023287","17.27560350023287"
"1092000","","","","17.597865583200875","17.597865583200875","17.597865583200875"
"1093500","","","","17.605736348843937","17.605736348843937","17.605736348843937"
"1095000","","","","16.296631748396017","16.296631748396017","16.296631748396017"
"1096500","","","","18.345407682281266","18.345407682281266","18.345407682281266"
"1098000","","","","17.291690007744613","17.291690007744613","17.291690007744613"
"1099500","","","","16.69040473770352","16.69040473770352","16.69040473770352"
"1101000","","","","30.46638736215003","30.46638736215003","30.46638736215003"
"1102500","","","","17.420897217342933","17.420897217342933","17.420897217342933"
"1104000","","","","17.227189873740937","17.227189873740937","17.227189873740937"
"1105500","","","","18.138187498374478","18.138187498374478","18.138187498374478"
"1107000","","","","17.24835570172889","17.24835570172889","17.24835570172889"
"1108500","","","","16.84643975366148","16.84643975366148","16.84643975366148"
"1110000","","","","17.018601176320935","17.018601176320935","17.018601176320935"
"1111500","","","","17.80192225030063","17.80192225030063","17.80192225030063"
"1113000","","","","17.854161250621694","17.854161250621694","17.854161250621694"
"1114500","","","","18.008840356315158","18.008840356315158","18.008840356315158"
"1116000","","","","17.68188506571888","17.68188506571888","17.68188506571888"
"1117500","","","","17.33362471026578","17.33362471026578","17.33362471026578"
"1119000","","","","16.58805360472183","16.58805360472183","16.58805360472183"
"1120500","","","","16.378942802476224","16.378942802476224","16.378942802476224"
"1122000","","","","16.122031311934414","16.122031311934414","16.122031311934414"
"1123500","","","","16.158517787774695","16.158517787774695","16.158517787774695"
"1125000","","","","16.930934671684856","16.930934671684856","16.930934671684856"
"1126500","","","","16.622250842398355","16.622250842398355","16.622250842398355"
"1128000","","","","16.856679520555772","16.856679520555772","16.856679520555772"
"1129500","","","","17.722721112153224","17.722721112153224","17.722721112153224"
"1131000","","","","16.55696801721087","16.55696801721087","16.55696801721087"
"1132500","","","","17.48156841278238","17.48156841278238","17.48156841278238"
"1134000","","","","16.359650023677457","16.359650023677457","16.359650023677457"
"1135500","","","","17.062119119244848","17.062119119244848","17.062119119244848"
"1137000","","","","17.778942991333047","17.778942991333047","17.778942991333047"
"1138500","","","","18.189786531014363","18.189786531014363","18.189786531014363"
"1140000","","","","17.750169222212314","17.750169222212314","17.750169222212314"
"1141500","","","","16.755905471663763","16.755905471663763","16.755905471663763"
"1143000","","","","16.396207677551185","16.396207677551185","16.396207677551185"
"1144500","","","","17.005302207358092","17.005302207358092","17.005302207358092"
"1146000","","","","16.706899517457668","16.706899517457668","16.706899517457668"
"1147500","","","","17.240783669882447","17.240783669882447","17.240783669882447"
"1149000","","","","18.061294413883388","18.061294413883388","18.061294413883388"
"1150500","","","","29.44777238153731","29.44777238153731","29.44777238153731"
"1152000","","","","18.053445583024654","18.053445583024654","18.053445583024654"
"1153500","","","","16.473057145464924","16.473057145464924","16.473057145464924"
"1155000","","","","16.83033995557997","16.83033995557997","16.83033995557997"
"1156500","","","","18.115327220107616","18.115327220107616","18.115327220107616"
"1159500","","","","31.056790017572332","31.056790017572332","31.056790017572332"
"1161000","","","","26.85274933293181","26.85274933293181","26.85274933293181"
"1162500","","","","17.810079201216215","17.810079201216215","17.810079201216215"
"1164000","","","","18.50240286216941","18.50240286216941","18.50240286216941"
"1165500","","","","17.753746979675302","17.753746979675302","17.753746979675302"
"1167000","","","","34.25520736512472","34.25520736512472","34.25520736512472"
"1168500","","","","22.244782115404185","22.244782115404185","22.244782115404185"
"1170000","","","","27.087520358235295","27.087520358235295","27.087520358235295"
"1171500","","","","21.17175157493688","21.17175157493688","21.17175157493688"
"1173000","","","","25.694098143138486","25.694098143138486","25.694098143138486"
"1174500","","","","35.28215014982748","35.28215014982748","35.28215014982748"
"1176000","","","","32.36792392594337","32.36792392594337","32.36792392594337"
"1177500","","","","19.07646243780826","19.07646243780826","19.07646243780826"
"1179000","","","","23.6856751880965","23.6856751880965","23.6856751880965"
"1180500","","","","31.343516725084243","31.343516725084243","31.343516725084243"
"1182000","","","","17.776918865604923","17.776918865604923","17.776918865604923"
"1183500","","","","16.480434495439567","16.480434495439567","16.480434495439567"
"1185000","","","","25.701511923937023","25.701511923937023","25.701511923937023"
"1186500","","","","18.723536713266082","18.723536713266082","18.723536713266082"
"1188000","","","","17.680304219131063","17.680304219131063","17.680304219131063"
"1189500","","","","17.707232868737613","17.707232868737613","17.707232868737613"
"1191000","","","","16.872618654123066","16.872618654123066","16.872618654123066"
"1192500","","","","17.368363061829864","17.368363061829864","17.368363061829864"
"1194000","","","","17.545780114490636","17.545780114490636","17.545780114490636"
"1195500","","","","16.607227731050973","16.607227731050973","16.607227731050973"
"1197000","","","","16.991786808387545","16.991786808387545","16.991786808387545"
"1198500","","","","17.8287362651808","17.8287362651808","17.8287362651808"
"1200000","","","","16.049657116361548","16.049657116361548","16.049657116361548"
"1201500","","","","17.76845004422835","17.76845004422835","17.76845004422835"
"1203000","","","","17.245360520379396","17.245360520379396","17.245360520379396"
"1204500","","","","16.893960046002338","16.893960046002338","16.893960046002338"
"1206000","","","","17.051958345855276","17.051958345855276","17.051958345855276"
"1207500","","","","17.18335470795735","17.18335470795735","17.18335470795735"
"1209000","","","","17.14880754184628","17.14880754184628","17.14880754184628"
"1210500","","","","17.37727327530138","17.37727327530138","17.37727327530138"
"1212000","","","","18.327826072712515","18.327826072712515","18.327826072712515"
"1213500","","","","16.8909720873829","16.8909720873829","16.8909720873829"
"1215000","","","","17.1613059370924","17.1613059370924","17.1613059370924"
"1216500","","","","17.619195810646954","17.619195810646954","17.619195810646954"
"1218000","","","","16.886475689263058","16.886475689263058","16.886475689263058"
"1219500","","","","17.08821167041672","17.08821167041672","17.08821167041672"
"1221000","","","","17.28997990439057","17.28997990439057","17.28997990439057"
"1222500","","","","17.08438476310209","17.08438476310209","17.08438476310209"
"1224000","","","","17.240629696259976","17.240629696259976","17.240629696259976"
"1225500","","","","18.20925093357166","18.20925093357166","18.20925093357166"
"1227000","","","","17.68245086240795","17.68245086240795","17.68245086240795"
"1228500","","","","17.28859054435051","17.28859054435051","17.28859054435051"
"1230000","","","","25.388597302604495","25.388597302604495","25.388597302604495"
"1231500","","","","20.32961775489265","20.32961775489265","20.32961775489265"
"1233000","","","","18.12583586585477","18.12583586585477","18.12583586585477"
"1234500","","","","17.82261939232859","17.82261939232859","17.82261939232859"
"1236000","","","","17.36778797805652","17.36778797805652","17.36778797805652"
"1237500","","","","16.769537842442396","16.769537842442396","16.769537842442396"
"1239000","","","","17.119349113871213","17.119349113871213","17.119349113871213"
"1240500","","","","16.42251069229959","16.42251069229959","16.42251069229959"
"1242000","","","","17.18848411749696","17.18848411749696","17.18848411749696"
"1243500","","","","17.517975668523086","17.517975668523086","17.517975668523086"
"1245000","","","","18.420822400726138","18.420822400726138","18.420822400726138"
"1246500","","","","21.92105304363042","21.92105304363042","21.92105304363042"
"1248000","","","","23.90666305702486","23.90666305702486","23.90666305702486"
"1249500","","","","17.817207253484764","17.817207253484764","17.817207253484764"
"1251000","","","","17.52112715096484","17.52112715096484","17.52112715096484"
"1252500","","","","17.17610579576958","17.17610579576958","17.17610579576958"
"1254000","","","","17.44179602113437","17.44179602113437","17.44179602113437"
"1255500","","","","17.551047335345757","17.551047335345757","17.551047335345757"
"1257000","","","","17.473851364520364","17.473851364520364","17.473851364520364"
"1258500","","","","16.868323342521055","16.868323342521055","16.868323342521055"
"1260000","","","","15.624968419492177","15.624968419492177","15.624968419492177"
"1261500","","","","16.316151013756144","16.316151013756144","16.316151013756144"
"1263000","","","","19.109123035560575","19.109123035560575","19.109123035560575"
"1264500","","","","19.194526122879246","19.194526122879246","19.194526122879246"
"1266000","","","","16.76573265630683","16.76573265630683","16.76573265630683"
"1267500","","","","25.819865626689367","25.819865626689367","25.819865626689367"
"1269000","","","","24.78837808325564","24.78837808325564","24.78837808325564"
"1270500","","","","27.780299272134396","27.780299272134396","27.780299272134396"
"1272000","","","","18.051809814757718","18.051809814757718","18.051809814757718"
"1273500","","","","16.6459701838357","16.6459701838357","16.6459701838357"
"1275000","","","","17.302458326640316","17.302458326640316","17.302458326640316"
"1276500","","","","17.411780260279542","17.411780260279542","17.411780260279542"
"1278000","","","","17.30672468844948","17.30672468844948","17.30672468844948"
"1279500","","","","17.683836894699663","17.683836894699663","17.683836894699663"
"1281000","","","","17.486009731101902","17.486009731101902","17.486009731101902"
"1282500","","","","17.236403514315782","17.236403514315782","17.236403514315782"
"1284000","","","","17.022733831589367","17.022733831589367","17.022733831589367"
"1285500","","","","17.374937094351825","17.374937094351825","17.374937094351825"
"1287000","","","","18.05391613440542","18.05391613440542","18.05391613440542"
"1288500","","","","25.27858296077073","25.27858296077073","25.27858296077073"
"1290000","","","","18.386489432719085","18.386489432719085","18.386489432719085"
"1291500","","","","18.960636320362223","18.960636320362223","18.960636320362223"
"1293000","","","","17.522911070298075","17.522911070298075","17.522911070298075"
"1294500","","","","18.965147339780795","18.965147339780795","18.965147339780795"
"1296000","","","","17.54801944108938","17.54801944108938","17.54801944108938"
"1297500","","","","16.634882873990026","16.634882873990026","16.634882873990026"
"1299000","","","","17.352250647285473","17.352250647285473","17.352250647285473"
"1300500","","","","17.398541480683562","17.398541480683562","17.398541480683562"
"1302000","","","","18.333814052470526","18.333814052470526","18.333814052470526"
"1303500","","","","17.585791078331958","17.585791078331958","17.585791078331958"
"1305000","","","","17.119396765267787","17.119396765267787","17.119396765267787"
"1306500","","","","18.082104207742482","18.082104207742482","18.082104207742482"
"1308000","","","","18.109167038614636","18.109167038614636","18.109167038614636"
"1309500","","","","17.43390014988082","17.43390014988082","17.43390014988082"
"1311000","","","","17.121177603193622","17.121177603193622","17.121177603193622"
"1312500","","","","16.409341183988737","16.409341183988737","16.409341183988737"
"1314000","","","","17.67794855191341","17.67794855191341","17.67794855191341"
"1315500","","","","16.63066827426276","16.63066827426276","16.63066827426276"
"1317000","","","","16.864409447838145","16.864409447838145","16.864409447838145"
"1318500","","","","16.978315433330874","16.978315433330874","16.978315433330874"
"1320000","","","","16.30981608484728","16.30981608484728","16.30981608484728"
"1321500","","","","18.54272075052952","18.54272075052952","18.54272075052952"
"1323000","","","","17.700734692718363","17.700734692718363","17.700734692718363"
"1324500","","","","17.577393946799436","17.577393946799436","17.577393946799436"
"1326000","","","","18.02562297542626","18.02562297542626","18.02562297542626"
"1327500","","","","16.48087878559195","16.48087878559195","16.48087878559195"
"1329000","","","","17.707415968215575","17.707415968215575","17.707415968215575"
"1330500","","","","16.207292455581996","16.207292455581996","16.207292455581996"
"1332000","","","","17.495119655514884","17.495119655514884","17.495119655514884"
"1333500","","","","19.929335787022413","19.929335787022413","19.929335787022413"
"1335000","","","","17.692659569837826","17.692659569837826","17.692659569837826"
"1336500","","","","24.50606155553548","24.50606155553548","24.50606155553548"
"1338000","","","","20.61939532114588","20.61939532114588","20.61939532114588"
"1339500","","","","33.53724870727668","33.53724870727668","33.53724870727668"
"1341000","","","","17.189860240727384","17.189860240727384","17.189860240727384"
"1342500","","","","27.250297115375464","27.250297115375464","27.250297115375464"
"1344000","","","","21.425018659615013","21.425018659615013","21.425018659615013"
"1345500","","","","25.432879832836587","25.432879832836587","25.432879832836587"
"1347000","","","","30.452549291640683","30.452549291640683","30.452549291640683"
"1348500","","","","30.117298301989223","30.117298301989223","30.117298301989223"
"1350000","","","","27.132588091555817","27.132588091555817","27.132588091555817"
"1353000","","","","26.83506165750497","26.83506165750497","26.83506165750497"
"1354500","","","","24.3082860962945","24.3082860962945","24.3082860962945"
"1356000","","","","17.668727102489036","17.668727102489036","17.668727102489036"
"1357500","","","","18.141038425576994","18.141038425576994","18.141038425576994"
"1359000","","","","17.607399266915163","17.607399266915163","17.607399266915163"
"1360500","","","","29.8698257143413","29.8698257143413","29.8698257143413"
"1362000","","","","19.55888224299927","19.55888224299927","19.55888224299927"
"1363500","","","","25.701385740585316","25.701385740585316","25.701385740585316"
"1365000","","","","25.540822888473876","25.540822888473876","25.540822888473876"
"1366500","","","","17.68649364680008","17.68649364680008","17.68649364680008"
"1368000","","","","17.54463629664094","17.54463629664094","17.54463629664094"
"1369500","","","","18.738264319267824","18.738264319267824","18.738264319267824"
"1371000","","","","17.712056693343463","17.712056693343463","17.712056693343463"
"1372500","","","","17.712056588447467","17.712056588447467","17.712056588447467"
"1374000","","","","28.130316199914205","28.130316199914205","28.130316199914205"
